season,episode,speaker,Symptom,Test,Drug,Procedure,Intent,diagnosis_stage,Sarcasm,Emotion,Organ,correct_prediction,model_prediction,text,medical_entities,clean_text,label
4,12,Dr. Cuddy,ani kalp krizi ve göğüs ağrısı,EKG ve kan testleri,Nitrogliserin,Acil müdahale,,kritik,0,panik,kalp,,,Ani kalp krizi için acil EKG ve müdahale gerekli.,"[{""text"": ""Ani kalp krizi"", ""type"": ""Symptom""}, {""text"": ""göğüs ağrısı"", ""type"": ""Symptom""}, {""text"": ""EKG"", ""type"": ""Test""}, {""text"": ""kan testleri"", ""type"": ""Test""}, {""text"": ""Nitrogliserin"", ""type"": ""Drug""}, {""text"": ""Kalp"", ""type"": ""Organ""}]",ani kalp krizi için acil ekg ve müdahale gerekli,166
4,12,Dr. Wilson,ani inme ve felç belirtileri,Beyin MR ve kan testleri,Kan sulandırıcı,Nöroloji acil müdahalesi,,kritik,0,panik,beyin,,,Ani inme belirtileri için acil beyin MR gerekli.,"[{""text"": ""Ani inme"", ""type"": ""Symptom""}, {""text"": ""felç belirtileri"", ""type"": ""Symptom""}, {""text"": ""Beyin MR"", ""type"": ""Test""}, {""text"": ""kan testleri"", ""type"": ""Test""}, {""text"": ""Kan sulandırıcı"", ""type"": ""Drug""}, {""text"": ""Beyin"", ""type"": ""Organ""}]",ani inme belirtileri için acil beyin mr gerekli,160
4,12,Dr. House,ani organ yetmezliği ve şok,Kan testleri ve organ fonksiyon testleri,Yok,Acil müdahale,,kritik,0,panik,tüm organlar,,,Ani organ yetmezliği için acil müdahale gerekli.,"[{""text"": ""Ani organ yetmezliği"", ""type"": ""Symptom""}, {""text"": ""şok"", ""type"": ""Symptom""}, {""text"": ""Kan testleri"", ""type"": ""Test""}, {""text"": ""organ fonksiyon testleri"", ""type"": ""Test""}, {""text"": ""Tüm organlar"", ""type"": ""Organ""}]",ani organ yetmezliği için acil müdahale gerekli,188
4,13,Dr. House,mide ağrısı ve kusma,Endoskopi ve kan testi,Mide koruyucu,Gastrointestinal muayene,,erken evre,0,irritasyon,mide,,,"Mide ağrın için endoskopi yapmamız gerekiyor, kusma devam ediyor.","[{""text"": ""Mide ağrısı"", ""type"": ""Symptom""}, {""text"": ""kusma"", ""type"": ""Symptom""}, {""text"": ""Endoskopi"", ""type"": ""Test""}, {""text"": ""kan testi"", ""type"": ""Test""}, {""text"": ""Mide koruyucu"", ""type"": ""Drug""}, {""text"": ""Mide"", ""type"": ""Organ""}]",mide ağrın için endoskopi yapmamız gerekiyor kusma devam ediyor,1547
4,13,Dr. Cameron,panik atak ve kalp çarpıntısı,EEG ve kan testi,Anksiyete ilacı,Psikiyatrik değerlendirme,,kronik,0,empati,beyin,,,"Panik atakların kalp çarpıntılarına neden oluyor, EEG ile beyin aktivitesini kontrol edelim.","[{""text"": ""Panik atak"", ""type"": ""Symptom""}, {""text"": ""kalp çarpıntısı"", ""type"": ""Symptom""}, {""text"": ""EEG"", ""type"": ""Test""}, {""text"": ""kan testi"", ""type"": ""Test""}, {""text"": ""Anksiyete ilacı"", ""type"": ""Drug""}, {""text"": ""Beyin"", ""type"": ""Organ""}]",panik atakların kalp çarpıntılarına neden oluyor eeg ile beyin aktivitesini kontrol edelim,1749
4,13,Hasta,diz ağrısı ve hareket kısıtlılığı,Röntgen ve MR,Ağrı kesici,Fizik tedavi,,erken evre,0,sabırsızlık,diz,,,"Dizim çok ağrıyor ve hareket edemiyorum, röntgen ve MR istiyorum.","[{""text"": ""Diz ağrısı"", ""type"": ""Symptom""}, {""text"": ""hareket kısıtlılığı"", ""type"": ""Symptom""}, {""text"": ""Röntgen"", ""type"": ""Test""}, {""text"": ""MR"", ""type"": ""Test""}, {""text"": ""Ağrı kesici"", ""type"": ""Drug""}, {""text"": ""Diz"", ""type"": ""Organ""}]",dizim çok ağrıyor ve hareket edemiyorum röntgen ve mr istiyorum,614
4,13,Dr. Foreman,bel ağrısı ve uyuşukluk,Manyetik rezonans,Ağrı kesici,Ortopedi konsültasyonu,,orta evre,0,konsantrasyon,bel,,,Bel ağrın ve bacaklarda uyuşukluk için manyetik rezonans çektirmelisin.,"[{""text"": ""Bel ağrısı"", ""type"": ""Symptom""}, {""text"": ""uyuşukluk"", ""type"": ""Symptom""}, {""text"": ""Manyetik rezonans"", ""type"": ""Test""}, {""text"": ""Ağrı kesici"", ""type"": ""Drug""}, {""text"": ""Bel"", ""type"": ""Organ""}]",bel ağrın ve bacaklarda uyuşukluk için manyetik rezonans çektirmelisin,364
4,13,Dr. Chase,solunum zorluğu ve halsizlik,Kan gaz analizi,Oksijen tedavisi,Entübasyon hazırlığı,,kritik,0,endişe,akciğer,,,"Solunumun zorlaşmış, kan gaz analizi ve oksijen tedavisi gerekli.","[{""text"": ""Solunum zorluğu"", ""type"": ""Symptom""}, {""text"": ""halsizlik"", ""type"": ""Symptom""}, {""text"": ""Kan gaz analizi"", ""type"": ""Test""}, {""text"": ""Oksijen tedavisi"", ""type"": ""Drug""}, {""text"": ""Akciğer"", ""type"": ""Organ""}]",solunumun zorlaşmış kan gaz analizi ve oksijen tedavisi gerekli,2050
4,13,Dr. House,göz tansiyonu ve görme kaybı,Göz içi basınç ölçümü,Göz damlası,Göz muayenesi,,orta evre,0,panik,göz,,,Göz tansiyonun ve görme kaybın için göz içi basınç ölçümü yapmalıyız.,"[{""text"": ""Göz tansiyonu"", ""type"": ""Symptom""}, {""text"": ""görme kaybı"", ""type"": ""Symptom""}, {""text"": ""Göz içi basınç ölçümü"", ""type"": ""Test""}, {""text"": ""Göz damlası"", ""type"": ""Drug""}, {""text"": ""Göz"", ""type"": ""Organ""}]",göz tansiyonun ve görme kaybın için göz içi basınç ölçümü yapmalıyız,867
4,13,Hasta,sinüzit ve baş ağrısı,Burun MR ve sinüs röntgeni,Burun spreyi,KBB muayenesi,,erken evre,0,halsizlik,sinüsler,,,Sinüzitim ve baş ağrım için burun MR ve sinüs röntgeni istiyorum.,"[{""text"": ""Sinüzit"", ""type"": ""Symptom""}, {""text"": ""baş ağrısı"", ""type"": ""Symptom""}, {""text"": ""Burun MR"", ""type"": ""Test""}, {""text"": ""sinüs röntgeni"", ""type"": ""Test""}, {""text"": ""Burun spreyi"", ""type"": ""Drug""}, {""text"": ""Sinüsler"", ""type"": ""Organ""}]",sinüzitim ve baş ağrım için burun mr ve sinüs röntgeni istiyorum,2016
4,13,Dr. Cameron,nöropati ve karıncalanma,EMG testi ve kan testleri,Nöropati ilacı,Nöroloji konsültasyonu,,kronik,0,ümitsizlik,sinirler,,,Nöropatin ve karıncalanman için EMG testi gerekli.,"[{""text"": ""Nöropati"", ""type"": ""Symptom""}, {""text"": ""karıncalanma"", ""type"": ""Symptom""}, {""text"": ""EMG testi"", ""type"": ""Test""}, {""text"": ""kan testleri"", ""type"": ""Test""}, {""text"": ""Nöropati ilacı"", ""type"": ""Drug""}, {""text"": ""Sinirler"", ""type"": ""Organ""}]",nöropatin ve karıncalanman için emg testi gerekli,1669
4,13,Dr. Foreman,mide ülseri ve kanama,Endoskopi ve kan testleri,Mide koruyucu,Gastroenteroloji konsültasyonu,,orta evre,0,panik,mide,,,Mide ülserin ve kanama için acil endoskopi gerekli.,"[{""text"": ""Mide ülseri"", ""type"": ""Symptom""}, {""text"": ""kanama"", ""type"": ""Symptom""}, {""text"": ""Endoskopi"", ""type"": ""Test""}, {""text"": ""kan testleri"", ""type"": ""Test""}, {""text"": ""Mide koruyucu"", ""type"": ""Drug""}, {""text"": ""Mide"", ""type"": ""Organ""}]",mide ülserin ve kanama için acil endoskopi gerekli,1558
4,13,Dr. Chase,akciğer enfeksiyonu ve öksürük,Akciğer röntgeni ve kan testleri,Antibiyotik,Pulmonoloji konsültasyonu,,orta evre,0,endişe,akciğerler,,,Akciğer enfeksiyonun için röntgen ve antibiyotik tedavisi gerekli.,"[{""text"": ""Akciğer enfeksiyonu"", ""type"": ""Symptom""}, {""text"": ""öksürük"", ""type"": ""Symptom""}, {""text"": ""Akciğer röntgeni"", ""type"": ""Test""}, {""text"": ""kan testleri"", ""type"": ""Test""}, {""text"": ""Antibiyotik"", ""type"": ""Drug""}, {""text"": ""Akciğerler"", ""type"": ""Organ""}]",akciğer enfeksiyonun için röntgen ve antibiyotik tedavisi gerekli,42
4,13,Dr. House,böbrek taşı ve yan ağrısı,Ultrason ve idrar testi,Ağrı kesici,Üroloji konsültasyonu,,erken evre,0,acı,böbrekler,,,Böbrek taşı ve yan ağrın için ultrason ve idrar testi gerekli.,"[{""text"": ""Böbrek taşı"", ""type"": ""Symptom""}, {""text"": ""yan ağrısı"", ""type"": ""Symptom""}, {""text"": ""Ultrason"", ""type"": ""Test""}, {""text"": ""idrar testi"", ""type"": ""Test""}, {""text"": ""Ağrı kesici"", ""type"": ""Drug""}, {""text"": ""Böbrekler"", ""type"": ""Organ""}]",böbrek taşı ve yan ağrın için ultrason ve idrar testi gerekli,478
4,13,Hasta,depresyon ve anksiyete,Psikiyatrik değerlendirme,Antidepresan,Terapi seansları,,kronik,0,ümitsizlik,beyin,,,Depresyonum ve anksiyetem için psikiyatrik yardım istiyorum.,"[{""text"": ""Depresyon"", ""type"": ""Symptom""}, {""text"": ""anksiyete"", ""type"": ""Symptom""}, {""text"": ""Psikiyatrik değerlendirme"", ""type"": ""Test""}, {""text"": ""Antidepresan"", ""type"": ""Drug""}, {""text"": ""Beyin"", ""type"": ""Organ""}]",depresyonum ve anksiyetem için psikiyatrik yardım istiyorum,575
4,13,Dr. Cuddy,kemik kırığı ve şişlik,Röntgen ve MR,Alçı,Ortopedi konsültasyonu,,erken evre,0,acı,kemikler,,,Kemik kırığın ve şişlik için röntgen ve alçı gerekli.,"[{""text"": ""Kemik kırığı"", ""type"": ""Symptom""}, {""text"": ""şişlik"", ""type"": ""Symptom""}, {""text"": ""Röntgen"", ""type"": ""Test""}, {""text"": ""MR"", ""type"": ""Test""}, {""text"": ""Alçı"", ""type"": ""Drug""}, {""text"": ""Kemikler"", ""type"": ""Organ""}]",kemik kırığın ve şişlik için röntgen ve alçı gerekli,1319
4,13,Dr. Wilson,tiroid nodülü ve yutma zorluğu,Ultrason ve kan testleri,Yok,Endokrinoloji konsültasyonu,,erken evre,0,kaygı,tiroid,,,Tiroid nodülün ve yutma zorluğun için ultrason gerekli.,"[{""text"": ""Tiroid nodülü"", ""type"": ""Symptom""}, {""text"": ""yutma zorluğu"", ""type"": ""Symptom""}, {""text"": ""Ultrason"", ""type"": ""Test""}, {""text"": ""kan testleri"", ""type"": ""Test""}, {""text"": ""Tiroid"", ""type"": ""Organ""}]",tiroid nodülün ve yutma zorluğun için ultrason gerekli,2159
4,13,Dr. House,ani baş ağrısı ve kusma,Beyin MR ve kan testleri,Ağrı kesici,Nöroloji acil müdahalesi,,kritik,0,panik,beyin,,,Ani baş ağrısı ve kusman için acil beyin MR gerekli.,"[{""text"": ""Ani baş ağrısı"", ""type"": ""Symptom""}, {""text"": ""kusma"", ""type"": ""Symptom""}, {""text"": ""Beyin MR"", ""type"": ""Test""}, {""text"": ""kan testleri"", ""type"": ""Test""}, {""text"": ""Ağrı kesici"", ""type"": ""Drug""}, {""text"": ""Beyin"", ""type"": ""Organ""}]",ani baş ağrısı ve kusman için acil beyin mr gerekli,142
4,13,Hasta,el ayası deri döküntüsü ve kaşıntı,Alerji testleri,Krem,Dermatoloji muayenesi,,erken evre,0,rahatsızlık,cilt,,,"El ayalarımda döküntü ve kaşıntı var, alerji testi yapın.","[{""text"": ""El ayası deri döküntüsü"", ""type"": ""Symptom""}, {""text"": ""kaşıntı"", ""type"": ""Symptom""}, {""text"": ""Alerji testleri"", ""type"": ""Test""}, {""text"": ""Krem"", ""type"": ""Drug""}, {""text"": ""Cilt"", ""type"": ""Organ""}]",el ayalarımda döküntü ve kaşıntı var alerji testi yapın,705
4,13,Dr. Cameron,pankreatit ve karın ağrısı,Kan testleri ve ultrason,Pankreas enzim takviyesi,Gastroenteroloji konsültasyonu,,orta evre,0,endişe,pankreas,,,Pankreatitin ve karın ağrın için kan testleri ve ultrason gerekli.,"[{""text"": ""Pankreatit"", ""type"": ""Symptom""}, {""text"": ""karın ağrısı"", ""type"": ""Symptom""}, {""text"": ""Kan testleri"", ""type"": ""Test""}, {""text"": ""ultrason"", ""type"": ""Test""}, {""text"": ""Pankreas enzim takviyesi"", ""type"": ""Drug""}, {""text"": ""Pankreas"", ""type"": ""Organ""}]",pankreatitin ve karın ağrın için kan testleri ve ultrason gerekli,1757
4,13,Dr. Foreman,ani kalp ritim bozukluğu ve çarpıntı,EKG ve holter monitor,Arritmia ilacı,Kardiyoloji acil müdahalesi,,kritik,0,panik,kalp,,,Ani kalp ritim bozukluğun için acil EKG ve müdahale gerekli.,"[{""text"": ""Ani kalp ritim bozukluğu"", ""type"": ""Symptom""}, {""text"": ""çarpıntı"", ""type"": ""Symptom""}, {""text"": ""EKG"", ""type"": ""Test""}, {""text"": ""holter monitor"", ""type"": ""Test""}, {""text"": ""Arritmia ilacı"", ""type"": ""Drug""}, {""text"": ""Kalp"", ""type"": ""Organ""}]",ani kalp ritim bozukluğun için acil ekg ve müdahale gerekli,168
4,13,Dr. Chase,ani böbrek yetmezliği ve idrar azlığı,Kan testleri ve ultrason,Yok,Nefroloji acil konsültasyonu,,kritik,0,panik,böbrekler,,,Ani böbrek yetmezliğin için acil nefroloji konsültasyonu gerekli.,"[{""text"": ""Ani böbrek yetmezliği"", ""type"": ""Symptom""}, {""text"": ""idrar azlığı"", ""type"": ""Symptom""}, {""text"": ""Kan testleri"", ""type"": ""Test""}, {""text"": ""ultrason"", ""type"": ""Test""}, {""text"": ""Böbrekler"", ""type"": ""Organ""}]",ani böbrek yetmezliğin için acil nefroloji konsültasyonu gerekli,151
4,13,Dr. House,ani karaciğer yetmezliği ve sararma,Kan testleri ve karaciğer ultrasonu,Yok,Hepatoloji acil konsültasyonu,,kritik,0,panik,karaciğer,,,Ani karaciğer yetmezliğin için acil hepatoloji konsültasyonu gerekli.,"[{""text"": ""Ani karaciğer yetmezliği"", ""type"": ""Symptom""}, {""text"": ""sararma"", ""type"": ""Symptom""}, {""text"": ""Kan testleri"", ""type"": ""Test""}, {""text"": ""karaciğer ultrasonu"", ""type"": ""Test""}, {""text"": ""Karaciğer"", ""type"": ""Organ""}]",ani karaciğer yetmezliğin için acil hepatoloji konsültasyonu gerekli,176
4,13,Hasta,ani felç belirtileri ve konuşma güçlüğü,Beyin MR ve kan testleri,Kan sulandırıcı,Nöroloji acil müdahalesi,,kritik,0,panik,beyin,,,"Ani felç belirtilerim var, acil yardım istiyorum.","[{""text"": ""Ani felç belirtileri"", ""type"": ""Symptom""}, {""text"": ""konuşma güçlüğü"", ""type"": ""Symptom""}, {""text"": ""Beyin MR"", ""type"": ""Test""}, {""text"": ""kan testleri"", ""type"": ""Test""}, {""text"": ""Kan sulandırıcı"", ""type"": ""Drug""}, {""text"": ""Beyin"", ""type"": ""Organ""}]",ani felç belirtilerim var acil yardım istiyorum,155
4,13,Dr. Cuddy,ani kalp krizi ve göğüs ağrısı,EKG ve kan testleri,Nitrogliserin,Acil müdahale,,kritik,0,panik,kalp,,,Ani kalp krizi için acil EKG ve müdahale gerekli.,"[{""text"": ""Ani kalp krizi"", ""type"": ""Symptom""}, {""text"": ""göğüs ağrısı"", ""type"": ""Symptom""}, {""text"": ""EKG"", ""type"": ""Test""}, {""text"": ""kan testleri"", ""type"": ""Test""}, {""text"": ""Nitrogliserin"", ""type"": ""Drug""}, {""text"": ""Kalp"", ""type"": ""Organ""}]",ani kalp krizi için acil ekg ve müdahale gerekli,166
4,13,Dr. Wilson,ani solunum durması ve morarma,Kan gaz analizi ve entübasyon,Oksijen tedavisi,Acil müdahale,,kritik,0,panik,solunum sistemi,,,Ani solunum durması için acil entübasyon ve oksijen gerekli.,"[{""text"": ""Ani solunum durması"", ""type"": ""Symptom""}, {""text"": ""morarma"", ""type"": ""Symptom""}, {""text"": ""Kan gaz analizi"", ""type"": ""Test""}, {""text"": ""entübasyon"", ""type"": ""Test""}, {""text"": ""Oksijen tedavisi"", ""type"": ""Drug""}, {""text"": ""Solunum sistemi"", ""type"": ""Organ""}]",ani solunum durması için acil entübasyon ve oksijen gerekli,191
4,13,Dr. Cameron,ani kanama ve şok,Kan testleri ve kan transfüzyonu,Kan durdurucu,Acil müdahale,,kritik,0,panik,tüm vücut,,,Ani kanama ve şok durumunda acil müdahale gerekli.,"[{""text"": ""Ani kanama"", ""type"": ""Symptom""}, {""text"": ""şok"", ""type"": ""Symptom""}, {""text"": ""Kan testleri"", ""type"": ""Test""}, {""text"": ""kan transfüzyonu"", ""type"": ""Test""}, {""text"": ""Kan durdurucu"", ""type"": ""Drug""}, {""text"": ""Tüm vücut"", ""type"": ""Organ""}]",ani kanama ve şok durumunda acil müdahale gerekli,172
4,13,Dr. Foreman,ani alerjik reaksiyon ve nefes darlığı,Alerji testleri ve kan testleri,Adrenalin,Acil müdahale,,kritik,0,panik,bağışıklık sistemi ve solunum,,,Ani alerjik reaksiyonun için acil adrenalin ve müdahale gerekli.,"[{""text"": ""Ani alerjik reaksiyon"", ""type"": ""Symptom""}, {""text"": ""nefes darlığı"", ""type"": ""Symptom""}, {""text"": ""Alerji testleri"", ""type"": ""Test""}, {""text"": ""kan testleri"", ""type"": ""Test""}, {""text"": ""Adrenalin"", ""type"": ""Drug""}, {""text"": ""Bağışıklık sistemi ve solunum"", ""type"": ""Organ""}]",ani alerjik reaksiyonun için acil adrenalin ve müdahale gerekli,134
4,13,Dr. Chase,ani beyin kanaması ve baş ağrısı,Beyin MR ve kan testleri,Yok,Nöroloji acil müdahalesi,,kritik,0,panik,beyin,,,Ani beyin kanaması için acil müdahale gerekli.,"[{""text"": ""Ani beyin kanaması"", ""type"": ""Symptom""}, {""text"": ""baş ağrısı"", ""type"": ""Symptom""}, {""text"": ""Beyin MR"", ""type"": ""Test""}, {""text"": ""kan testleri"", ""type"": ""Test""}, {""text"": ""Beyin"", ""type"": ""Organ""}]",ani beyin kanaması için acil müdahale gerekli,146
4,13,Dr. House,ani travma ve kanama,Kan testleri ve acil müdahale,Kan transfüzyonu,Cerrahi acil müdahalesi,,kritik,0,panik,tüm vücut,,,Ani travma ve kanama için acil cerrahi müdahale gerekli.,"[{""text"": ""Ani travma"", ""type"": ""Symptom""}, {""text"": ""kanama"", ""type"": ""Symptom""}, {""text"": ""Kan testleri"", ""type"": ""Test""}, {""text"": ""acil müdahale"", ""type"": ""Test""}, {""text"": ""Kan transfüzyonu"", ""type"": ""Drug""}, {""text"": ""Tüm vücut"", ""type"": ""Organ""}]",ani travma ve kanama için acil cerrahi müdahale gerekli,194
4,13,Hasta,ani kalp durması ve ritim bozukluğu,EKG ve defibrilatör,Epinefrin,Acil müdahale,,kritik,0,panik,kalp,,,"Ani kalp durması ve ritim bozukluğum var, acil yardım istiyorum.","[{""text"": ""Ani kalp durması"", ""type"": ""Symptom""}, {""text"": ""ritim bozukluğu"", ""type"": ""Symptom""}, {""text"": ""EKG"", ""type"": ""Test""}, {""text"": ""defibrilatör"", ""type"": ""Test""}, {""text"": ""Epinefrin"", ""type"": ""Drug""}, {""text"": ""Kalp"", ""type"": ""Organ""}]",ani kalp durması ve ritim bozukluğum var acil yardım istiyorum,163
4,13,Dr. Cuddy,ani şok ve düşük tansiyon,Kan testleri ve serum,Sıvı tedavisi,Acil müdahale,,kritik,0,panik,tüm vücut,,,Ani şok ve düşük tansiyon için acil sıvı tedavisi gerekli.,"[{""text"": ""Ani şok"", ""type"": ""Symptom""}, {""text"": ""düşük tansiyon"", ""type"": ""Symptom""}, {""text"": ""Kan testleri"", ""type"": ""Test""}, {""text"": ""serum"", ""type"": ""Test""}, {""text"": ""Sıvı tedavisi"", ""type"": ""Drug""}, {""text"": ""Tüm vücut"", ""type"": ""Organ""}]",ani şok ve düşük tansiyon için acil sıvı tedavisi gerekli,196
4,13,Dr. Wilson,ani kan zehirlenmesi ve kusma,Kan testleri ve mide yıkama,Antidot,Acil müdahale,,kritik,0,panik,tüm vücut,,,Ani kan zehirlenmesi için acil mide yıkama ve antidot gerekli.,"[{""text"": ""Ani kan zehirlenmesi"", ""type"": ""Symptom""}, {""text"": ""kusma"", ""type"": ""Symptom""}, {""text"": ""Kan testleri"", ""type"": ""Test""}, {""text"": ""mide yıkama"", ""type"": ""Test""}, {""text"": ""Antidot"", ""type"": ""Drug""}, {""text"": ""Tüm vücut"", ""type"": ""Organ""}]",ani kan zehirlenmesi için acil mide yıkama ve antidot gerekli,170
4,13,Dr. Cameron,ani organ yetmezliği ve şok,Kan testleri ve organ fonksiyon testleri,Yok,Acil müdahale,,kritik,0,panik,tüm organlar,,,Ani organ yetmezliği için acil müdahale gerekli.,"[{""text"": ""Ani organ yetmezliği"", ""type"": ""Symptom""}, {""text"": ""şok"", ""type"": ""Symptom""}, {""text"": ""Kan testleri"", ""type"": ""Test""}, {""text"": ""organ fonksiyon testleri"", ""type"": ""Test""}, {""text"": ""Tüm organlar"", ""type"": ""Organ""}]",ani organ yetmezliği için acil müdahale gerekli,188
4,13,Dr. Foreman,ani inme ve felç belirtileri,Beyin MR ve kan testleri,Kan sulandırıcı,Nöroloji acil müdahalesi,,kritik,0,panik,beyin,,,Ani inme belirtileri için acil beyin MR gerekli.,"[{""text"": ""Ani inme"", ""type"": ""Symptom""}, {""text"": ""felç belirtileri"", ""type"": ""Symptom""}, {""text"": ""Beyin MR"", ""type"": ""Test""}, {""text"": ""kan testleri"", ""type"": ""Test""}, {""text"": ""Kan sulandırıcı"", ""type"": ""Drug""}, {""text"": ""Beyin"", ""type"": ""Organ""}]",ani inme belirtileri için acil beyin mr gerekli,160
4,13,Dr. Chase,ani kalp yetmezliği ve nefes darlığı,EKO ve kan testleri,Diüretik,Kardiyoloji konsültasyonu,,kronik,0,ümitsizlik,kalp,,,Kalp yetmezliğin ve nefes darlığın için EKO ve kan testleri gerekli.,"[{""text"": ""Ani kalp yetmezliği"", ""type"": ""Symptom""}, {""text"": ""nefes darlığı"", ""type"": ""Symptom""}, {""text"": ""EKO"", ""type"": ""Test""}, {""text"": ""kan testleri"", ""type"": ""Test""}, {""text"": ""Diüretik"", ""type"": ""Drug""}, {""text"": ""Kalp"", ""type"": ""Organ""}]",kalp yetmezliğin ve nefes darlığın için eko ve kan testleri gerekli,169
4,13,Dr. House,ani akciğer embolisi ve nefes darlığı,Akciğer röntgeni ve kan testleri,Kan sulandırıcı,Acil müdahale,,kritik,0,panik,akciğerler,,,Ani akciğer embolisi için acil müdahale gerekli.,"[{""text"": ""Ani akciğer embolisi"", ""type"": ""Symptom""}, {""text"": ""nefes darlığı"", ""type"": ""Symptom""}, {""text"": ""Akciğer röntgeni"", ""type"": ""Test""}, {""text"": ""kan testleri"", ""type"": ""Test""}, {""text"": ""Kan sulandırıcı"", ""type"": ""Drug""}, {""text"": ""Akciğerler"", ""type"": ""Organ""}]",ani akciğer embolisi için acil müdahale gerekli,130
4,13,Hasta,ani mide kanaması ve kusma,Endoskopi ve kan testleri,Kan durdurucu,Gastroenteroloji acil müdahalesi,,kritik,0,panik,mide,,,"Ani mide kanaması ve kusmam var, acil yardım istiyorum.","[{""text"": ""Ani mide kanaması"", ""type"": ""Symptom""}, {""text"": ""kusma"", ""type"": ""Symptom""}, {""text"": ""Endoskopi"", ""type"": ""Test""}, {""text"": ""kan testleri"", ""type"": ""Test""}, {""text"": ""Kan durdurucu"", ""type"": ""Drug""}, {""text"": ""Mide"", ""type"": ""Organ""}]",ani mide kanaması ve kusmam var acil yardım istiyorum,183
4,13,Dr. Cuddy,ani bağırsak tıkanıklığı ve karın ağrısı,Abdominal röntgen ve ultrason,Yok,Cerrahi acil müdahalesi,,kritik,0,panik,bağırsaklar,,,Ani bağırsak tıkanıklığı için acil cerrahi müdahale gerekli.,"[{""text"": ""Ani bağırsak tıkanıklığı"", ""type"": ""Symptom""}, {""text"": ""karın ağrısı"", ""type"": ""Symptom""}, {""text"": ""Abdominal röntgen"", ""type"": ""Test""}, {""text"": ""ultrason"", ""type"": ""Test""}, {""text"": ""Bağırsaklar"", ""type"": ""Organ""}]",ani bağırsak tıkanıklığı için acil cerrahi müdahale gerekli,140
4,13,Dr. Wilson,ani apandisit ve karın ağrısı,Ultrason ve kan testleri,Antibiyotik,Cerrahi müdahale,,kritik,0,panik,bağırsaklar,,,Ani apandisit için acil cerrahi müdahale gerekli.,"[{""text"": ""Ani apandisit"", ""type"": ""Symptom""}, {""text"": ""karın ağrısı"", ""type"": ""Symptom""}, {""text"": ""Ultrason"", ""type"": ""Test""}, {""text"": ""kan testleri"", ""type"": ""Test""}, {""text"": ""Antibiyotik"", ""type"": ""Drug""}, {""text"": ""Bağırsaklar"", ""type"": ""Organ""}]",ani apandisit için acil cerrahi müdahale gerekli,137
4,13,Dr. Cameron,ani safra kesesi iltihabı ve karın ağrısı,Ultrason ve kan testleri,Ağrı kesici,Cerrahi konsültasyonu,,kritik,0,panik,safra kesesi,,,Ani safra kesesi iltihabı için acil müdahale gerekli.,"[{""text"": ""Ani safra kesesi iltihabı"", ""type"": ""Symptom""}, {""text"": ""karın ağrısı"", ""type"": ""Symptom""}, {""text"": ""Ultrason"", ""type"": ""Test""}, {""text"": ""kan testleri"", ""type"": ""Test""}, {""text"": ""Ağrı kesici"", ""type"": ""Drug""}, {""text"": ""Safra kesesi"", ""type"": ""Organ""}]",ani safra kesesi iltihabı için acil müdahale gerekli,190
4,13,Dr. Foreman,ani pankreas iltihabı ve karın ağrısı,Kan testleri ve ultrason,Pankreas enzim takviyesi,Gastroenteroloji konsültasyonu,,kritik,0,panik,pankreas,,,Ani pankreas iltihabı için acil müdahale gerekli.,"[{""text"": ""Ani pankreas iltihabı"", ""type"": ""Symptom""}, {""text"": ""karın ağrısı"", ""type"": ""Symptom""}, {""text"": ""Kan testleri"", ""type"": ""Test""}, {""text"": ""ultrason"", ""type"": ""Test""}, {""text"": ""Pankreas enzim takviyesi"", ""type"": ""Drug""}, {""text"": ""Pankreas"", ""type"": ""Organ""}]",ani pankreas iltihabı için acil müdahale gerekli,189
4,13,Dr. Chase,ani mide ülseri kanaması ve kusma,Endoskopi ve kan testleri,Kan durdurucu,Gastroenteroloji acil müdahalesi,,kritik,0,panik,mide,,,Ani mide ülseri kanaması için acil endoskopi gerekli.,"[{""text"": ""Ani mide ülseri kanaması"", ""type"": ""Symptom""}, {""text"": ""kusma"", ""type"": ""Symptom""}, {""text"": ""Endoskopi"", ""type"": ""Test""}, {""text"": ""kan testleri"", ""type"": ""Test""}, {""text"": ""Kan durdurucu"", ""type"": ""Drug""}, {""text"": ""Mide"", ""type"": ""Organ""}]",ani mide ülseri kanaması için acil endoskopi gerekli,185
4,13,Dr. House,ani dalak yırtılması ve karın ağrısı,Ultrason ve kan testleri,Yok,Cerrahi acil müdahalesi,,kritik,0,panik,dalak,,,Ani dalak yırtılması için acil cerrahi müdahale gerekli.,"[{""text"": ""Ani dalak yırtılması"", ""type"": ""Symptom""}, {""text"": ""karın ağrısı"", ""type"": ""Symptom""}, {""text"": ""Ultrason"", ""type"": ""Test""}, {""text"": ""kan testleri"", ""type"": ""Test""}, {""text"": ""Dalak"", ""type"": ""Organ""}]",ani dalak yırtılması için acil cerrahi müdahale gerekli,154
